description,industry,complexity,estimated_duration,language,project_type,priority,tech_density,business_density
Application mobile de shopping avec réalité augmentée,Retail,simple,39,french,Application Mobile,HIGH,0.0,0.0
Implémentation d'une order management system with predictive delivery optimization,Retail,simple,44,english,Système,HIGH,0.0,0.1111111111111111
Mise en place d'un système d'optimisation des prix avec analyse concurrentielle,Retail,simple,42,french,Système,MEDIUM,0.0,0.0
Création d'une order management system with predictive delivery optimization,Retail,simple,36,english,Système,HIGH,0.0,0.1111111111111111
Développement d'un application de shopping social avec partage communautaire avec inventory avec analytics avancés,Retail,moyen,60,french,Application Web,LOW,0.0,0.0
Mise en place d'un mobile shopping application with augmented reality features,Retail,simple,62,english,Application Mobile,MEDIUM,0.0,0.0
Développement d'un plateforme de dropshipping automatisé avec intégrations,Retail,simple,49,french,SaaS,HIGH,0.0,0.0
Développement d'un smart checkout system with object recognition technology intégrant des APIs externes,Retail,simple,53,english,API REST,MEDIUM,0.0,0.0
Mise en place d'un plateforme de traçabilité produit avec blockchain,Manufacturing,moyen,62,french,SaaS,HIGH,0.0,0.0
Création d'une mes production management system with industrial iot integration multi-plateforme,Manufacturing,simple,27,english,SaaS,LOW,0.0,0.09090909090909091
Implémentation d'une système de gestion des équipements avec réalité augmentée avec optimization intégrant des APIs externes,Manufacturing,moyen,59,french,API REST,MEDIUM,0.0,0.0625
Implémentation d'une mes production management system with industrial iot integration,Manufacturing,simple,22,english,Système,HIGH,0.0,0.1
Implémentation d'une système mes de gestion de production avec iot industriel,Manufacturing,simple,37,french,Système,HIGH,0.0,0.09090909090909091
Développement d'un equipment management system with augmented reality support,Manufacturing,simple,20,english,Système,HIGH,0.0,0.1111111111111111
Implémentation d'une système de contrôle qualité automatisé avec vision par ordinateur avec predictive-maintenance,Manufacturing,moyen,77,french,Système,MEDIUM,0.0,0.0
Mise en place d'un mes production management system with industrial iot integration,Manufacturing,simple,26,english,Système,LOW,0.0,0.08333333333333333
Mise en place d'un système de contrôle qualité automatisé avec vision par ordinateur,Manufacturing,simple,38,french,Système,LOW,0.0,0.0
Product traceability platform using blockchain technology avec optimization,Manufacturing,moyen,70,english,Application Web,HIGH,0.0,0.0
Développement d'un application de maintenance prédictive avec capteurs avec computer-vision,Manufacturing,moyen,71,french,Application Web,MEDIUM,0.0,0.0
Développement d'un predictive maintenance application with sensor monitoring,Manufacturing,simple,21,english,Application Web,HIGH,0.0,0.0
Système MES de gestion de production avec IoT industriel avec predictive-maintenance,Manufacturing,moyen,57,french,Système,MEDIUM,0.0,0.09090909090909091
Création d'une equipment management system with augmented reality support avec optimization,Manufacturing,simple,29,english,Système,HIGH,0.0,0.09090909090909091
Système MES de gestion de production avec IoT industriel,Manufacturing,simple,30,french,Système,LOW,0.0,0.1111111111111111
Création d'une predictive maintenance application with sensor monitoring,Manufacturing,simple,41,english,Application Web,LOW,0.0,0.0
Création d'une système de contrôle qualité automatisé avec vision par ordinateur,Manufacturing,simple,37,french,Système,MEDIUM,0.0,0.0
Création d'une automated quality control system with computer vision avec real-time-monitoring,Manufacturing,moyen,51,english,Système,HIGH,0.0,0.0
Système de contrôle qualité automatisé avec vision par ordinateur avec industrial-automation,Manufacturing,simple,41,french,Système,LOW,0.0,0.0
Mise en place d'un equipment management system with augmented reality support,Manufacturing,simple,46,english,Système,MEDIUM,0.0,0.09090909090909091
Développement d'un système de gestion des équipements avec réalité augmentée avec industrial-automation,Manufacturing,simple,32,french,Système,LOW,0.0,0.08333333333333333
Création d'une production planning application with optimization algorithms avec IoT,Manufacturing,moyen,73,english,Application Web,LOW,0.0,0.0
Implémentation d'une système de contrôle qualité automatisé avec vision par ordinateur,Manufacturing,simple,47,french,Système,MEDIUM,0.0,0.0
Mise en place d'un mes production management system with industrial iot integration multi-plateforme,Manufacturing,simple,30,english,SaaS,HIGH,0.0,0.07692307692307693
Système de gestion des équipements avec réalité augmentée,Manufacturing,simple,31,french,Système,HIGH,0.0,0.125
MES production management system with industrial IoT integration avec interface utilisateur moderne,Manufacturing,simple,31,english,Système,LOW,0.0,0.16666666666666666
Mise en place d'un application de maintenance prédictive avec capteurs multi-plateforme,Manufacturing,simple,33,french,SaaS,MEDIUM,0.0,0.0
Implémentation d'une mes production management system with industrial iot integration,Manufacturing,simple,34,english,Système,LOW,0.0,0.1
Application de maintenance prédictive avec capteurs,Manufacturing,simple,32,french,Application Web,LOW,0.0,0.0
Création d'une production planning application with optimization algorithms,Manufacturing,simple,49,english,Application Web,LOW,0.0,0.0
Création d'une plateforme de gestion de la chaîne d'approvisionnement,Manufacturing,simple,44,french,SaaS,HIGH,0.0,0.1111111111111111
Création d'une product traceability platform using blockchain technology,Manufacturing,moyen,65,english,Application Web,HIGH,0.0,0.0
Création d'une plateforme de traçabilité produit avec blockchain avec IoT,Manufacturing,moyen,63,french,SaaS,MEDIUM,0.0,0.0
Mise en place d'un mes production management system with industrial iot integration,Manufacturing,simple,27,english,Système,LOW,0.0,0.08333333333333333
Système de gestion des équipements avec réalité augmentée,Manufacturing,simple,32,french,Système,LOW,0.0,0.125
Création d'une equipment management system with augmented reality support intégrant des APIs externes,Manufacturing,simple,33,english,API REST,HIGH,0.0,0.07692307692307693
Développement d'un application de maintenance prédictive avec capteurs,Manufacturing,simple,35,french,Application Web,HIGH,0.0,0.0
Création d'une equipment management system with augmented reality support,Manufacturing,simple,27,english,Système,HIGH,0.0,0.1111111111111111
Système de gestion des équipements avec réalité augmentée avec haute performance,Manufacturing,simple,41,french,Système,LOW,0.0,0.09090909090909091
Création d'une automated quality control system with computer vision,Manufacturing,simple,50,english,Système,LOW,0.0,0.0
Développement d'un système de contrôle qualité automatisé avec vision par ordinateur avec optimization,Manufacturing,simple,45,french,Système,MEDIUM,0.0,0.0
Mise en place d'un predictive maintenance application with sensor monitoring sécurisé et scalable,Manufacturing,moyen,80,english,Application Web,LOW,0.0,0.0
Développement d'un système mes de gestion de production avec iot industriel,Manufacturing,simple,47,french,Système,HIGH,0.0,0.09090909090909091
Automated quality control system with computer vision multi-plateforme,Manufacturing,simple,26,english,SaaS,HIGH,0.0,0.0
Mise en place d'un plateforme de gestion de la chaîne d'approvisionnement,Manufacturing,simple,44,french,SaaS,MEDIUM,0.0,0.09090909090909091
Implémentation d'une production planning application with optimization algorithms,Manufacturing,simple,30,english,Application Web,HIGH,0.0,0.0
Implémentation d'une application de planification de production avec optimisation sécurisé et scalable,Manufacturing,simple,42,french,Application Web,MEDIUM,0.0,0.0
Mise en place d'un mes production management system with industrial iot integration avec predictive-maintenance,Manufacturing,moyen,79,english,Système,HIGH,0.0,0.07142857142857142
Création d'une système mes de gestion de production avec iot industriel avec haute performance,Manufacturing,simple,45,french,Système,LOW,0.0,0.07142857142857142
Supply chain management platform with real-time tracking avec real-time-monitoring multi-plateforme,Manufacturing,moyen,67,english,SaaS,HIGH,0.0,0.1
Mise en place d'un système de gestion des équipements avec réalité augmentée,Manufacturing,simple,35,french,Système,HIGH,0.0,0.08333333333333333
Développement d'un mes production management system with industrial iot integration,Manufacturing,simple,43,english,Système,MEDIUM,0.0,0.1
Création d'une système de gestion des équipements avec réalité augmentée,Manufacturing,simple,45,french,Système,MEDIUM,0.0,0.1
Création d'une product traceability platform using blockchain technology,Manufacturing,moyen,70,english,Application Web,LOW,0.0,0.0
Système de contrôle qualité automatisé avec vision par ordinateur intégrant des APIs externes,Manufacturing,simple,45,french,API REST,HIGH,0.0,0.0
Supply chain management platform with real-time tracking,Manufacturing,moyen,66,english,Application Web,HIGH,0.0,0.14285714285714285
Mise en place d'un plateforme de traçabilité produit avec blockchain,Manufacturing,moyen,69,french,SaaS,LOW,0.0,0.0
Création d'une equipment management system with augmented reality support avec authentification SSO,Manufacturing,simple,34,english,Système,HIGH,0.0,0.08333333333333333
Création d'une plateforme de gestion de la chaîne d'approvisionnement,Manufacturing,simple,42,french,SaaS,MEDIUM,0.0,0.1111111111111111
Predictive maintenance application with sensor monitoring,Manufacturing,simple,27,english,Application Web,HIGH,0.0,0.0
Implémentation d'une application de planification de production avec optimisation avec real-time-monitoring,Manufacturing,moyen,68,french,Application Web,HIGH,0.0,0.0
Développement d'un supply chain management platform with real-time tracking,Manufacturing,moyen,55,english,Application Web,HIGH,0.0,0.1111111111111111
Développement d'un système de gestion des équipements avec réalité augmentée avec predictive-maintenance avec interface utilisateur moderne,Manufacturing,moyen,66,french,Système,HIGH,0.0,0.125
Développement d'un production planning application with optimization algorithms,Manufacturing,simple,31,english,Application Web,MEDIUM,0.0,0.0
Développement d'un application de maintenance prédictive avec capteurs,Manufacturing,simple,29,french,Application Web,LOW,0.0,0.0
Mise en place d'un supply chain management platform with real-time tracking avec computer-vision,Manufacturing,moyen,53,english,Application Web,HIGH,0.0,0.07692307692307693
Création d'une système de contrôle qualité automatisé avec vision par ordinateur avec IoT,Manufacturing,simple,43,french,Système,MEDIUM,0.0,0.0
Développement d'un automated quality control system with computer vision multi-plateforme,Manufacturing,simple,24,english,SaaS,MEDIUM,0.0,0.0
Implémentation d'une application de planification de production avec optimisation,Manufacturing,simple,38,french,Application Web,MEDIUM,0.0,0.0
Mise en place d'un predictive maintenance application with sensor monitoring,Manufacturing,simple,22,english,Application Web,HIGH,0.0,0.0
